R 50.00000
gap = 8.0
Line = 20.0
td = 2.0
Wcoup = 400.0
3.50000000,-48.2121,76.390,-2.71e-4,-13.96,-43.3286,73.049,-2.71e-4,-13.96,-48.2119,76.396,-43.3287,72.911,-43.3286,73.049,-43.3287,72.911,-4.15e-4,-20.31
4.00000000,-47.0759,74.443,-3.52e-4,-15.95,-42.1897,70.642,-3.52e-4,-15.95,-47.0755,74.451,-42.1898,70.485,-42.1897,70.642,-42.1898,70.485,-5.37e-4,-23.18
4.50000000,-46.0796,72.497,-4.42e-4,-17.94,-41.1902,68.240,-4.42e-4,-17.94,-46.0792,72.506,-41.1903,68.064,-41.1902,68.240,-41.1903,68.064,-6.75e-4,-26.04
5.00000000,-45.1945,70.550,-5.42e-4,-19.94,-40.3011,65.845,-5.42e-4,-19.94,-45.1940,70.561,-40.3013,65.649,-40.3011,65.845,-40.3013,65.649,-8.26e-4,-28.88
5.50000000,-44.3999,68.603,-6.51e-4,-21.93,-39.5019,63.457,-6.51e-4,-21.93,-44.3993,68.616,-39.5021,63.241,-39.5019,63.457,-39.5021,63.241,-9.91e-4,-31.72
6.00000000,-43.6806,66.655,-7.68e-4,-23.92,-38.7773,61.077,-7.68e-4,-23.92,-43.6798,66.670,-38.7775,60.841,-38.7773,61.077,-38.7775,60.841,-1.17e-3,-34.53
6.50000000,-43.0251,64.707,-8.94e-4,-25.92,-38.1155,58.704,-8.94e-4,-25.92,-43.0242,64.724,-38.1158,58.449,-38.1155,58.704,-38.1158,58.449,-1.36e-3,-37.33
7.00000000,-42.4244,62.759,-1.03e-3,-27.91,-37.5077,56.340,-1.03e-3,-27.91,-42.4233,62.778,-37.5080,56.065,-37.5077,56.340,-37.5080,56.065,-1.56e-3,-40.12
7.50000000,-41.8714,60.810,-1.17e-3,-29.90,-36.9465,53.985,-1.17e-3,-29.90,-41.8702,60.832,-36.9468,53.690,-36.9465,53.985,-36.9468,53.690,-1.78e-3,-42.88
8.00000000,-41.3604,58.860,-1.32e-3,-31.90,-36.4261,51.639,-1.32e-3,-31.90,-41.3591,58.885,-36.4266,51.325,-36.4261,51.639,-36.4266,51.325,-2.00e-3,-45.63
R 50.00000
gap = 8.0
Line = 20.0
td = 22.0
Wcoup = 400.0
3.00000000,-49.7352,78.310,-1.81e-4,-11.96,-45.2018,75.459,-1.81e-4,-11.96,-49.7351,78.315,-45.2018,75.342,-45.2018,75.459,-45.2018,75.342,-2.72e-4,-17.43
3.50000000,-48.4174,76.360,-2.44e-4,-13.95,-43.8811,73.047,-2.44e-4,-13.95,-48.4172,76.366,-43.8811,72.911,-43.8811,73.047,-43.8811,72.911,-3.67e-4,-20.31
4.00000000,-47.2819,74.410,-3.17e-4,-15.95,-42.7421,70.639,-3.17e-4,-15.95,-47.2816,74.417,-42.7422,70.484,-42.7421,70.639,-42.7422,70.484,-4.75e-4,-23.18
4.50000000,-46.2865,72.459,-3.98e-4,-17.94,-41.7427,68.238,-3.98e-4,-17.94,-46.2861,72.468,-41.7428,68.063,-41.7427,68.238,-41.7428,68.063,-5.96e-4,-26.04
5.00000000,-45.4024,70.508,-4.87e-4,-19.93,-40.8537,65.842,-4.87e-4,-19.93,-45.4019,70.519,-40.8538,65.648,-40.8537,65.842,-40.8538,65.648,-7.29e-4,-28.89
5.50000000,-44.6088,68.557,-5.85e-4,-21.92,-40.0545,63.454,-5.85e-4,-21.92,-44.6082,68.569,-40.0547,63.240,-40.0545,63.454,-40.0547,63.240,-8.75e-4,-31.72
